#wavelenght ranges to exclude absorptions
# remember to leave two lines as headers
1565	1576	0	0	0	0	0	0
1400	1525	0	0	0	0	0	0
1445	1475	1512	1539	1637	1661	0	0
1420	1470	1640	2000	0	0	0	0
1480	1501	1504	1527	1627	1667	1766	1795
1450	1470	1485	1490	1508	1534	1622	1689
1436	1465	0	0	0	0	0	0
0	0	0	0	0	0	0	0
1425	1442	1456	1472	0	0	0	0
