# wavelenght ranges without continuum emission
#remember to leave 2 lines as headers
1000	1460	1470	1706	1716	10000
1000	1675	1690	1760	1770	10000
1000	1475	1485	1700	1710	10000
1000	1470	1480	1625	1635	10000
1000	1465	1475	1725	1735	10000
1000	1470	1480	1710	1720	10000
1000	1465	1475	1685	1695	10000
1000	1440	1455	1692	1700	10000
1000	1442	1456	1710	1720	10000
