1.680163996229971872e+03 0.000000000000000000e+00
1.680502356267671985e+03 0.000000000000000000e+00
1.680840716305372553e+03 0.000000000000000000e+00
1.681179076343072666e+03 0.000000000000000000e+00
1.681517436380772779e+03 0.000000000000000000e+00
1.681855796418473346e+03 0.000000000000000000e+00
1.682194156456173459e+03 0.000000000000000000e+00
1.682532516493873800e+03 0.000000000000000000e+00
1.682869934024505255e+03 0.000000000000000000e+00
1.683208294062205596e+03 0.000000000000000000e+00
1.683546654099905709e+03 0.000000000000000000e+00
1.683885014137606277e+03 0.000000000000000000e+00
1.684223374175306390e+03 0.000000000000000000e+00
1.684561734213006730e+03 0.000000000000000000e+00
1.684900094250707070e+03 0.000000000000000000e+00
1.685237511781338526e+03 0.000000000000000000e+00
1.685575871819038639e+03 0.000000000000000000e+00
1.685914231856739207e+03 0.000000000000000000e+00
1.686252591894439320e+03 0.000000000000000000e+00
1.686590951932139433e+03 0.000000000000000000e+00
1.686929311969840001e+03 0.000000000000000000e+00
1.687267672007540114e+03 0.000000000000000000e+00
1.687606032045240454e+03 0.000000000000000000e+00
1.687943449575871909e+03 0.000000000000000000e+00
1.688281809613572250e+03 0.000000000000000000e+00
1.688620169651272363e+03 0.000000000000000000e+00
1.688958529688972703e+03 0.000000000000000000e+00
1.689296889726673044e+03 0.000000000000000000e+00
1.689635249764373384e+03 0.000000000000000000e+00
1.689973609802073497e+03 0.000000000000000000e+00
1.690311027332705180e+03 0.000000000000000000e+00
1.690649387370405293e+03 0.000000000000000000e+00
1.690987747408105633e+03 0.000000000000000000e+00
1.691326107445805974e+03 0.000000000000000000e+00
1.691664467483506314e+03 0.000000000000000000e+00
1.692002827521206427e+03 0.000000000000000000e+00
1.692340245051838110e+03 0.000000000000000000e+00
1.692678605089538223e+03 0.000000000000000000e+00
1.693016965127238564e+03 0.000000000000000000e+00
1.693355325164938904e+03 0.000000000000000000e+00
1.693693685202639017e+03 0.000000000000000000e+00
1.694032045240339357e+03 0.000000000000000000e+00
1.694369462770971040e+03 0.000000000000000000e+00
1.694707822808671153e+03 5.181860095863566442e-230
1.695046182846371494e+03 1.504186844066734087e-229
1.695384542884071834e+03 2.490187678547111531e-229
1.695722902921771947e+03 3.210768354378219832e-148
1.696061262959472288e+03 8.842594412039879753e-148
1.696398680490103743e+03 1.445873293193510479e-147
1.696737040527804083e+03 1.354923520903238584e-84
1.697075400565504424e+03 3.569233822737753203e-84
1.697413760603204537e+03 5.783544124570780567e-84
